1.000186564839,66907,192.168.0.1,192.168.0.2,0A-AA-00-00-00-01,0A-AA-00-00-00-12,4,0.597829,5.4e+07,6.83349e-12,0
1.002807346623,66907,192.168.0.1,192.168.0.2,0A-AA-00-00-00-12,0A-AA-00-00-00-17,4,0.697752,1.8e+07,3.5719e-12,0
1.003704073838,66907,192.168.0.1,192.168.0.2,0A-AA-00-00-00-17,0A-AA-00-00-00-0E,2,0.697758,1.8e+07,4.12652e-12,0
1.005206665759,67422,192.168.0.17,192.168.0.2,0A-AA-00-00-00-11,0A-AA-00-00-00-0F,5,0.597649,2.4e+07,4.92159e-12,0
1.008186564708,67762,192.168.0.1,192.168.0.2,0A-AA-00-00-00-01,0A-AA-00-00-00-12,4,0.597786,5.4e+07,6.83665e-12,0
1.013206665779,68102,192.168.0.17,192.168.0.2,0A-AA-00-00-00-11,0A-AA-00-00-00-0F,5,0.59759,2.4e+07,4.92129e-12,0
1.014164592385,66907,192.168.0.1,192.168.0.2,0A-AA-00-00-00-0E,0A-AA-00-00-00-14,3,0.697425,6e+06,8.10616e-12,0
1.016513193531,66907,192.168.0.1,192.168.0.2,0A-AA-00-00-00-14,0A-AA-00-00-00-0D,4,0.497584,1.2e+07,6.03414e-12,0
1.017883693861,68770,192.168.0.1,192.168.0.2,0A-AA-00-00-00-01,0A-AA-00-00-00-12,4,0.597707,5.4e+07,6.84049e-12,0
1.018722003787,66907,192.168.0.1,192.168.0.2,0A-AA-00-00-00-0D,0A-AA-00-00-00-19,3,0.997789,3.6e+07,3.32598e-12,0
1.0193044755,67762,192.168.0.1,192.168.0.2,0A-AA-00-00-00-12,0A-AA-00-00-00-17,4,0.697649,1.8e+07,3.57322e-12,0
1.0212066658,69627,192.168.0.17,192.168.0.2,0A-AA-00-00-00-11,0A-AA-00-00-00-0F,5,0.597531,2.4e+07,4.92098e-12,0
1.02292120236,67762,192.168.0.1,192.168.0.2,0A-AA-00-00-00-17,0A-AA-00-00-00-0E,2,0.697597,1.8e+07,4.13054e-12,0
1.023626038711,68770,192.168.0.1,192.168.0.2,0A-AA-00-00-00-12,0A-AA-00-00-00-17,4,0.697537,1.8e+07,3.57357e-12,0
1.025824219177,68770,192.168.0.1,192.168.0.2,0A-AA-00-00-00-17,0A-AA-00-00-00-0E,2,0.697534,1.8e+07,4.13115e-12,0
1.029206665821,70559,192.168.0.17,192.168.0.2,0A-AA-00-00-00-11,0A-AA-00-00-00-0F,5,0.59751,2.4e+07,4.92067e-12,1
1.030646385907,70137,192.168.0.1,192.168.0.2,0A-AA-00-00-00-01,0A-AA-00-00-00-12,4,0.597626,5.4e+07,6.84554e-12,0
1.034166630952,66907,192.168.0.1,192.168.0.2,0A-AA-00-00-00-19,0A-AA-00-00-00-02,1,0.997844,5.4e+07,5.54468e-12,0
1.034403514518,71157,192.168.0.1,192.168.0.2,0A-AA-00-00-00-01,0A-AA-00-00-00-12,4,0.597593,5.4e+07,6.84702e-12,0
1.036739358617,67422,192.168.0.17,192.168.0.2,0A-AA-00-00-00-0F,0A-AA-00-00-00-07,5,0.69767,3.6e+07,4.54571e-12,0
1.039004190942,67762,192.168.0.1,192.168.0.2,0A-AA-00-00-00-0E,0A-AA-00-00-00-14,3,0.69721,6e+06,8.11066e-12,0
1.041946564156,72418,192.168.0.1,192.168.0.2,0A-AA-00-00-00-01,0A-AA-00-00-00-12,4,0.597553,5.4e+07,6.85001e-12,0
1.04371732921,71918,192.168.0.17,192.168.0.2,0A-AA-00-00-00-11,0A-AA-00-00-00-0F,5,0.597359,2.4e+07,4.92012e-12,1
1.044505227711,68770,192.168.0.1,192.168.0.2,0A-AA-00-00-00-0E,0A-AA-00-00-00-14,3,0.697049,6e+06,8.11165e-12,0
1.046473828649,67762,192.168.0.1,192.168.0.2,0A-AA-00-00-00-14,0A-AA-00-00-00-0D,4,0.497414,1.2e+07,6.03831e-12,0
1.048375030502,68770,192.168.0.1,192.168.0.2,0A-AA-00-00-00-14,0A-AA-00-00-00-0D,4,0.497394,1.2e+07,6.03858e-12,1
1.050506564016,73773,192.168.0.1,192.168.0.2,0A-AA-00-00-00-01,0A-AA-00-00-00-12,4,0.597507,5.4e+07,6.85341e-12,1
1.051763840582,67762,192.168.0.1,192.168.0.2,0A-AA-00-00-00-0D,0A-AA-00-00-00-19,3,0.997629,3.6e+07,3.32741e-12,0
1.052155992681,73282,192.168.0.17,192.168.0.2,0A-AA-00-00-00-11,0A-AA-00-00-00-0F,5,0.597296,2.4e+07,4.91979e-12,2
1.052957416345,67422,192.168.0.17,192.168.0.2,0A-AA-00-00-00-07,0A-AA-00-00-00-19,3,0.997621,3.6e+07,4.08122e-12,1
1.053698043296,67762,192.168.0.1,192.168.0.2,0A-AA-00-00-00-19,0A-AA-00-00-00-02,1,0.997798,5.4e+07,5.54845e-12,0
1.055771752708,68770,192.168.0.1,192.168.0.2,0A-AA-00-00-00-0D,0A-AA-00-00-00-19,3,0.99758,3.6e+07,3.32759e-12,0
1.056186563923,75226,192.168.0.1,192.168.0.2,0A-AA-00-00-00-01,0A-AA-00-00-00-12,4,0.597491,5.4e+07,6.85566e-12,2
1.057577324457,74803,192.168.0.17,192.168.0.2,0A-AA-00-00-00-11,0A-AA-00-00-00-0F,5,0.597277,2.4e+07,4.91958e-12,3
1.058807345216,70137,192.168.0.1,192.168.0.2,0A-AA-00-00-00-12,0A-AA-00-00-00-17,4,0.69729,1.8e+07,3.57638e-12,0
1.059604071398,70137,192.168.0.1,192.168.0.2,0A-AA-00-00-00-17,0A-AA-00-00-00-0E,2,0.697264,1.8e+07,4.13824e-12,0
1.064186563793,76322,192.168.0.1,192.168.0.2,0A-AA-00-00-00-01,0A-AA-00-00-00-12,4,0.59743,5.4e+07,6.85884e-12,2
