simTime,treeId,sourceAddress,destAddress,srcMacAddress,destMacAddress,nodeDegree,residualEnergy,dataRate,signalPower,buffPktNo,label
68.803977349514,4941060,192.168.0.24,192.168.0.2,0A-AA-00-00-00-10,0A-AA-00-00-00-02,6,0.840169,54000000.0,6.70125e-12,0,1
68.804378490295,4940700,192.168.0.1,192.168.0.2,0A-AA-00-00-00-10,0A-AA-00-00-00-02,6,0.840162,54000000.0,6.70131e-12,0,1
68.806065510059,4975815,192.168.0.24,192.168.0.2,0A-AA-00-00-00-18,0A-AA-00-00-00-10,6,0.407422,36000000.0,1.07267e-11,58,1
68.807102411466,4976866,192.168.0.24,192.168.0.2,0A-AA-00-00-00-18,0A-AA-00-00-00-10,6,0.407413,36000000.0,1.07272e-11,59,1
68.808962981826,4941938,192.168.0.1,192.168.0.2,0A-AA-00-00-00-10,0A-AA-00-00-00-02,6,0.840147,54000000.0,6.70203e-12,0,1
68.81087931281,4978201,192.168.0.24,192.168.0.2,0A-AA-00-00-00-18,0A-AA-00-00-00-10,6,0.407373,36000000.0,1.07289e-11,59,1
68.813019883143,4942388,192.168.0.24,192.168.0.2,0A-AA-00-00-00-10,0A-AA-00-00-00-02,6,0.840133,54000000.0,6.70266e-12,0,1
68.813957560886,4977404,192.168.0.17,192.168.0.2,0A-AA-00-00-00-11,0A-AA-00-00-00-08,5,0.205591,48000000.0,8.04738e-12,100,0
68.814680158766,4976694,192.168.0.1,192.168.0.2,0A-AA-00-00-00-01,0A-AA-00-00-00-10,6,0.407334,36000000.0,1.21797e-11,59,1
68.815420729083,4943539,192.168.0.24,192.168.0.2,0A-AA-00-00-00-10,0A-AA-00-00-00-02,6,0.840122,54000000.0,6.70304e-12,0,1
68.816001004598,4977936,192.168.0.1,192.168.0.2,0A-AA-00-00-00-01,0A-AA-00-00-00-10,6,0.4073,36000000.0,1.21822e-11,59,1
68.818382450588,4979456,192.168.0.24,192.168.0.2,0A-AA-00-00-00-18,0A-AA-00-00-00-10,6,0.407288,36000000.0,1.07325e-11,60,1
68.819303296203,4979166,192.168.0.1,192.168.0.2,0A-AA-00-00-00-01,0A-AA-00-00-00-10,6,0.407281,36000000.0,1.21885e-11,61,1
68.81984386649,4944774,192.168.0.24,192.168.0.2,0A-AA-00-00-00-10,0A-AA-00-00-00-02,6,0.840107,54000000.0,6.70373e-12,0,1
68.82184500705,4946024,192.168.0.24,192.168.0.2,0A-AA-00-00-00-10,0A-AA-00-00-00-02,6,0.840098,54000000.0,6.70404e-12,0,1
68.82280614759,4943186,192.168.0.1,192.168.0.2,0A-AA-00-00-00-10,0A-AA-00-00-00-02,6,0.84009,54000000.0,6.70419e-12,0,1
68.823627288118,4946999,192.168.0.24,192.168.0.2,0A-AA-00-00-00-10,0A-AA-00-00-00-02,6,0.840083,54000000.0,6.70432e-12,0,1
68.825359643462,4978449,192.168.0.17,192.168.0.2,0A-AA-00-00-00-11,0A-AA-00-00-00-08,5,0.205541,48000000.0,8.03603e-12,99,0
68.826382450509,4980884,192.168.0.24,192.168.0.2,0A-AA-00-00-00-18,0A-AA-00-00-00-10,6,0.407154,36000000.0,1.07363e-11,58,1
68.826703295611,4980530,192.168.0.1,192.168.0.2,0A-AA-00-00-00-01,0A-AA-00-00-00-10,6,0.407148,36000000.0,1.22027e-11,59,1
68.828200685176,4979992,192.168.0.17,192.168.0.2,0A-AA-00-00-00-11,0A-AA-00-00-00-08,5,0.20553,48000000.0,8.0332e-12,100,0
68.828903865838,4944421,192.168.0.1,192.168.0.2,0A-AA-00-00-00-10,0A-AA-00-00-00-02,6,0.840066,54000000.0,6.70514e-12,0,1
68.829685006285,4945835,192.168.0.1,192.168.0.2,0A-AA-00-00-00-10,0A-AA-00-00-00-02,6,0.840059,54000000.0,6.70526e-12,0,1
68.830361727051,4981593,192.168.0.17,192.168.0.2,0A-AA-00-00-00-11,0A-AA-00-00-00-08,5,0.205521,48000000.0,8.03106e-12,100,0
68.832186422367,4981946,192.168.0.1,192.168.0.2,0A-AA-00-00-00-01,0A-AA-00-00-00-10,6,0.40708,36000000.0,1.22133e-11,58,1
68.833826992561,4948167,192.168.0.24,192.168.0.2,0A-AA-00-00-00-10,0A-AA-00-00-00-02,6,0.840045,54000000.0,6.70591e-12,0,1
